LtR algorithm,repo_name,ndcg@1,ndcg@2,ndcg@3,ndcg@4,ndcg@5,ndcg@6,ndcg@7,ndcg@8,ndcg@9,ndcg@10,ndcg@11,ndcg@12,ndcg@13,ndcg@14,ndcg@15,ndcg@16,ndcg@17,ndcg@18,ndcg@19,ndcg@20,Project_Category
RandomForest,apache_airflow,0,0.386852807,0.530721274,0.60961995,0.660839795,0.592154632,0.629523645,0.659085635,0.68320729,0.639741104,0.660579182,0.678590007,0.694353226,0.708295106,0.720736992,0.691859046,0.665713228,0.677670598,0.654654679,0.665822556,Large
RandomForest,apache_tvm,0.096774194,0.246523667,0.241662593,0.28238449,0.308820539,0.327689077,0.341999312,0.353319895,0.362557136,0.345647816,0.338715957,0.346418376,0.353159596,0.359121911,0.353435699,0.358661881,0.345107807,0.350071338,0.338181765,0.342893105,Large
RandomForest,apple_cups,0.496062992,0.313297886,0.241633424,0.28441004,0.312179982,0.279379099,0.299232857,0.275984013,0.257013686,0.304283061,0.315375987,0.351704469,0.383499449,0.368520546,0.35380983,0.339633645,0.364589334,0.387317845,0.374430686,0.378364067,Large
RandomForest,argoproj_argo-workflows,0.118110236,0.118110236,0.118110236,0.266380189,0.234529089,0.221980399,0.212463249,0.204934394,0.198791085,0.249764627,0.235317754,0.222830992,0.217695072,0.213152573,0.209098799,0.200720786,0.193135412,0.186226997,0.183913528,0.178729976,Large
RandomForest,Automattic_mongoose,1,0.707575831,0.554483567,0.502298616,0.468420923,0.444240966,0.425902456,0.411395173,0.382286595,0.357965221,0.338626159,0.333609986,0.366292392,0.360718413,0.355744134,0.35127064,0.347220381,0.343531589,0.331864128,0.329025807,Large
RandomForest,facebook_hhvm,0.023622047,0.035806388,0.143800704,0.128890718,0.119211377,0.108907884,0.103979372,0.097567297,0.125763163,0.119264864,0.119198079,0.115797777,0.134447489,0.139448967,0.138538821,0.133934422,0.138097445,0.135129291,0.147387785,0.144403942,Large
RandomForest,neo4j_neo4j,0.244094488,0.536518657,0.410630261,0.509719544,0.442841751,0.395108213,0.358906248,0.410062028,0.389404757,0.368137177,0.360962306,0.341808416,0.325044778,0.310218069,0.296986554,0.285087121,0.312104159,0.300940256,0.290719337,0.313656261,Large
RandomForest,fish-shell_fish-shell,1,1,1,0.831872464,0.729958349,0.704746966,0.731799656,0.67340604,0.660857998,0.65037361,0.641447983,0.660473974,0.652410608,0.625165496,0.619658976,0.634898193,0.612987914,0.608805533,0.604976426,0.586176419,Large
RandomForest,kubernetes_ingress-nginx,0.05511811,0.225698876,0.28913694,0.323926907,0.284525385,0.361645789,0.373961825,0.383704831,0.3582269,0.336939075,0.346143113,0.380838987,0.411205095,0.415075833,0.418530122,0.401760773,0.387470656,0.373610909,0.377769784,0.381595184,Large
RandomForest,Kunena_Kunena-Forum,1,0.805050554,0.67342818,0.560206359,0.48670444,0.460553719,0.509980724,0.508870165,0.472864669,0.442780646,0.417169349,0.395032923,0.387630304,0.369948798,0.354169629,0.380046273,0.365684068,0.370347696,0.391732757,0.379064789,Large
RandomForest,languagetool-org_languagetool,0,0.190356143,0.171762139,0.225613617,0.260573193,0.232486229,0.256270111,0.254819855,0.253636492,0.268805406,0.28171909,0.29288068,0.302649394,0.311289396,0.318999828,0.3106703,0.303128824,0.300802585,0.29436004,0.292540532,Large
RandomForest,linkerd_linkerd2,0.496062992,0.691012438,0.645269624,0.620183881,0.670017684,0.597797045,0.543023625,0.579487844,0.609241501,0.634101865,0.655266127,0.646818267,0.620888331,0.595081087,0.612351811,0.627883807,0.604155655,0.582545129,0.562759983,0.560603116,Large
RandomForest,loomio_loomio,0.244094488,0.14966585,0.11454835,0.178691467,0.155246239,0.138512379,0.171273112,0.197189571,0.218336587,0.219975325,0.207251523,0.196254051,0.186628975,0.183503537,0.180714362,0.173473635,0.16691795,0.165172108,0.176410249,0.178599042,Large
RandomForest,microsoft_onnxruntime,0.492063492,0.39381516,0.536049985,0.485955587,0.486756975,0.542079007,0.537496313,0.503473103,0.48469609,0.453859343,0.441379126,0.43059219,0.433606986,0.459442639,0.444585497,0.431224097,0.452718521,0.472294669,0.490217276,0.490276979,Large
RandomForest,yuzu-emu_yuzu,1,0.613147193,0.469278726,0.39038005,0.339160205,0.302602413,0.319961869,0.294430659,0.273597994,0.256191474,0.241372859,0.228564793,0.21735507,0.207440559,0.198592741,0.190635677,0.183431426,0.176870121,0.170863031,0.165337612,Large
RandomForest,microsoft_vscode,1,0.634469788,0.485598201,0.444994777,0.402105866,0.466552369,0.446169567,0.410567672,0.452273405,0.487120202,0.516786171,0.542427143,0.516982886,0.493401045,0.472356353,0.455638766,0.440502821,0.426717687,0.446188238,0.43252317,Large
RandomForest,Homebrew_homebrew-cask,1,1,1,1,1,1,1,1,1,0.96793913,0.969793594,0.971396448,0.948084213,0.927465556,0.930559317,0.933341614,0.916816561,0.919792016,0.922516143,0.925021838,Large
RandomForest,phalcon_cphalcon,1,0.707575831,0.554483567,0.461259611,0.400740008,0.357544581,0.3247844,0.298868379,0.277721719,0.275582328,0.259642109,0.258817099,0.258095044,0.257456417,0.246475308,0.237546192,0.237793656,0.238019036,0.238225378,0.230521576,Large
RandomForest,vespa-engine_vespa,1,0.805050554,0.732549909,0.692789946,0.666978371,0.648555547,0.589131357,0.58170501,0.575645344,0.570582252,0.53757866,0.509052906,0.484086935,0.462005621,0.484952321,0.485397495,0.467053997,0.468091643,0.452193713,0.453612371,Large
LambdaRank,alibaba_BizCharts,0,0,0,0,0.065085983,0.070801423,0.064314211,0.059182288,0.0549948,0.067025471,0.064514933,0.067358882,0.064055336,0.072267706,0.074222995,0.071249084,0.087303088,0.08502523,0.086148905,0.083362997,Small
LambdaRank,AmruthPillai_Reactive-Resume,1,1,0.778293515,0.656707816,0.577776192,0.541808923,0.502987343,0.542646239,0.521521982,0.491849,0.463399494,0.44507727,0.425952128,0.417656809,0.402193698,0.42614615,0.410934493,0.413979523,0.40179141,0.388798163,Small
LambdaRank,apache_kylin,1,0.613147193,0.703918089,0.753697611,0.786013735,0.701289979,0.728659418,0.670516376,0.69382924,0.713308065,0.729890886,0.744223796,0.756768074,0.767862942,0.777764122,0.746601256,0.756177365,0.764898852,0.772883659,0.780228214,Small
LambdaRank,asynkron_protoactor-dotnet,0,0.191903361,0.159808157,0.216341854,0.253042688,0.231708565,0.221300067,0.223118938,0.224603079,0.210313654,0.226841953,0.241127739,0.229301879,0.224229944,0.21466602,0.225940822,0.23614892,0.245445994,0.253957771,0.26178704,Small
LambdaRank,aws_chalice,0.244094488,0.244094488,0.188667867,0.166214475,0.151638068,0.141234264,0.129015072,0.138197781,0.128976623,0.136300513,0.135248352,0.128071613,0.122176647,0.127737851,0.122625382,0.118027611,0.132313822,0.145325057,0.140656768,0.136362801,Small
LambdaRank,open-mmlab_mmsegmentation,1,1,1,0.851730047,0.73997874,0.67294806,0.702914339,0.726620152,0.745963351,0.706018841,0.666547679,0.644130873,0.618332738,0.592642066,0.567364516,0.546840213,0.526174754,0.543123388,0.526549125,0.513340909,Small
LambdaRank,otya128_winevdm,0.492063492,0.492063492,0.432472543,0.399792365,0.347337577,0.321874926,0.314198575,0.328391224,0.322002263,0.332821692,0.313570636,0.318140443,0.335471535,0.339058516,0.354302454,0.357162326,0.35984571,0.352517326,0.365223428,0.35830479,Small
LambdaRank,remotion-dev_remotion,0.492063492,0.688560156,0.761636203,0.633584184,0.615015951,0.574387986,0.566844968,0.560877814,0.521192478,0.488033802,0.473576867,0.474557831,0.475416378,0.476175725,0.455865733,0.442052365,0.443942319,0.432037014,0.441695484,0.438142479,Small
LambdaRank,capistrano_capistrano,0.05511811,0.033795515,0.26050512,0.216707036,0.31947905,0.392831828,0.448463881,0.492473451,0.492727432,0.525000513,0.495999803,0.522743771,0.546150306,0.522315516,0.54268986,0.561013018,0.540704652,0.523335319,0.522409061,0.506279141,Small
LambdaRank,Shopify_shopify_app,0.492063492,0.301707349,0.230914929,0.274821193,0.238763257,0.266066275,0.25186844,0.231770714,0.250187927,0.237300335,0.223574421,0.214237629,0.22786331,0.228330033,0.239578873,0.239519428,0.239465606,0.234874392,0.239108693,0.23888977,Small
LambdaRank,StackExchange_StackExchange.Redis,0.023622047,0.023622047,0.031012263,0.025798248,0.08749937,0.131538098,0.141851127,0.139956733,0.200809749,0.195548341,0.242079395,0.230487304,0.221886504,0.217152817,0.208898283,0.24059555,0.232395975,0.224928174,0.217288874,0.226303953,Small
LambdaRank,tensorflow_tensor2tensor,1,1,0.880818101,0.740734397,0.774751361,0.691241567,0.672991787,0.658554697,0.61981991,0.580386479,0.575277705,0.550647444,0.523641513,0.545370298,0.526848143,0.525454418,0.524192552,0.523043302,0.539242319,0.523344062,Small
LambdaRank,ThePhD_sol2,0.496062992,0.304159631,0.238334471,0.2022354,0.240787072,0.268303048,0.266084928,0.264330211,0.253984305,0.237825624,0.238188227,0.228473903,0.241597532,0.235964738,0.230937972,0.221684924,0.215390252,0.216416997,0.209066764,0.210199501,Small
LambdaRank,the-tcpdump-group_tcpdump,0.05511811,0.420648322,0.556587031,0.546411273,0.490216002,0.463686772,0.51282671,0.551700478,0.583420252,0.549809253,0.575849165,0.598356053,0.574802896,0.553971154,0.572995312,0.590104214,0.572267244,0.552642316,0.537884179,0.552828215,Small
LambdaRank,vcmi_vcmi,0.118110236,0.07241896,0.083139932,0.152563669,0.132546541,0.181593647,0.222720051,0.234947963,0.266715054,0.275355705,0.301211494,0.299102639,0.305171757,0.325835747,0.330527942,0.324629808,0.316295616,0.333102429,0.327865409,0.366160264,Small
LambdaRank,vernesong_OpenClash,0.023622047,0.10891243,0.140631462,0.126254313,0.125185769,0.124423103,0.135388047,0.134009372,0.124527437,0.124119169,0.116939874,0.117001978,0.117056331,0.111716882,0.1069519,0.107398983,0.107803769,0.104792606,0.105244916,0.134179766,Small
LambdaRank,wiremock_wiremock,0.244094488,0.195357127,0.20679283,0.181292133,0.173002347,0.167085573,0.174141549,0.169670556,0.159336783,0.150702505,0.148817304,0.153873036,0.158297853,0.151077199,0.145640943,0.144537863,0.148300175,0.178765307,0.176705261,0.170990915,Small
LambdaRank,XTLS_Xray-core,0.238095238,0.164408989,0.151903209,0.129032788,0.143342335,0.15355567,0.14384918,0.133637381,0.124181767,0.123350201,0.117133511,0.137028573,0.132643576,0.128765237,0.123273102,0.122785805,0.118745499,0.118472418,0.117006304,0.123043998,Small
LambdaRank,zeromicro_go-zero,0.496062992,0.304159631,0.290065984,0.28233691,0.27731931,0.260158298,0.247143082,0.267005531,0.256470331,0.247667753,0.291184119,0.275732897,0.274181225,0.272808837,0.266210586,0.275420138,0.269475291,0.282675723,0.286329639,0.315525992,Small
LambdaRank,Zulko_moviepy,0.118110236,0.459271767,0.353356086,0.377349047,0.327838936,0.298442589,0.271819114,0.254527557,0.24041819,0.228629253,0.229523792,0.220269233,0.210624876,0.246631714,0.237119838,0.267686344,0.29536097,0.284795968,0.276995353,0.268292429,Small
LambdaRank,adobe_react-spectrum,0.05511811,0.033795515,0.031408419,0.067166804,0.065585954,0.064457634,0.063601896,0.058526812,0.056057099,0.05599736,0.055946502,0.106041196,0.100840516,0.097318245,0.095518312,0.092637627,0.098361284,0.103574131,0.100056413,0.098603185,Medium
LambdaRank,aseprite_aseprite,0.492063492,0.320128911,0.360471532,0.299866341,0.391727432,0.457292618,0.415392979,0.382246888,0.35857004,0.335757532,0.322763544,0.318270755,0.351705458,0.33566264,0.342333497,0.333069052,0.329479928,0.33529551,0.325525072,0.33091064,Medium
LambdaRank,dubzzz_fast-check,1,0.613147193,0.469278726,0.558507586,0.485228555,0.459236918,0.417159131,0.463666649,0.501615324,0.477216428,0.449613298,0.478818691,0.455335526,0.480180045,0.45969926,0.461156254,0.481519522,0.464295665,0.448526659,0.450063903,Medium
LambdaRank,education_classroom,1,1,0.821227152,0.683156254,0.658083914,0.694938759,0.676350223,0.661645148,0.622691694,0.590144534,0.584471335,0.606520701,0.625818484,0.642886533,0.636453583,0.63066827,0.644625564,0.657337236,0.651723997,0.6342415,Medium
LambdaRank,esphome_esphome,0,0,0,0,0,0,0,0.039263979,0.071302153,0.130386642,0.136616718,0.129367369,0.123022681,0.117411081,0.13339087,0.128046265,0.12320731,0.11880021,0.114765364,0.111054048,Medium
LambdaRank,ethereum_mist,0,0.094428638,0.072271963,0.060121056,0.084259304,0.101487803,0.092188938,0.084832765,0.096101449,0.093494057,0.091274317,0.086430991,0.082192073,0.083830457,0.080254894,0.086819496,0.083538529,0.080550372,0.079686609,0.07710968,Medium
LambdaRank,FaridSafi_react-native-gifted-chat,0.05511811,0.225698876,0.28913694,0.240525058,0.224463612,0.206210004,0.278941365,0.336477906,0.34776947,0.38926489,0.424591001,0.404985511,0.387826628,0.415750522,0.403055478,0.406782033,0.393492417,0.380262228,0.375637524,0.365272474,Medium
LambdaRank,FormidableLabs_victory,1,0.613147193,0.474821388,0.398962355,0.3497158,0.314566431,0.285744142,0.26294332,0.261609656,0.244965844,0.23398468,0.227835988,0.265705969,0.276213556,0.313830206,0.317523526,0.312150354,0.315598848,0.310643632,0.322962117,Medium
LambdaRank,Genymobile_scrcpy,0.023622047,0.035806388,0.040337678,0.033555804,0.032252444,0.034717115,0.036586365,0.035551884,0.034707779,0.034002496,0.035223864,0.036279521,0.035658748,0.036546374,0.037338502,0.036788921,0.037481594,0.03698584,0.036531962,0.035350581,Medium
LambdaRank,hibernate_hibernate-orm,0.05511811,0.05511811,0.069898543,0.226274209,0.20381766,0.187789461,0.17563339,0.241413343,0.226003354,0.213127696,0.200799974,0.190144843,0.183522598,0.186285545,0.220992342,0.214346219,0.207138624,0.21747339,0.226935208,0.221378937,Medium
LambdaRank,ipfs_js-ipfs,0,0.018421562,0.129556603,0.115780644,0.106837496,0.148360681,0.139130184,0.128028355,0.118969611,0.142706138,0.134451736,0.129844098,0.128925358,0.123044511,0.117796379,0.113076603,0.108803362,0.104911487,0.101348349,0.098070916,Medium
LambdaRank,LuckSiege_PictureSelector,0.05511811,0.225698876,0.172741035,0.184737515,0.192525452,0.171773296,0.166856394,0.164557375,0.167341832,0.161470872,0.222196082,0.246112862,0.242195327,0.235534618,0.242245049,0.237387204,0.255599924,0.249745034,0.244246017,0.240076303,Medium
LambdaRank,psf_black,0.023622047,0.401336599,0.541806598,0.459980862,0.530834115,0.476162155,0.52415903,0.562128541,0.524026104,0.554307939,0.580087637,0.602369618,0.621870986,0.596018919,0.572948253,0.552200226,0.531332208,0.516551341,0.500879552,0.517020255,Medium
LambdaRank,pygame_pygame,0.496062992,0.325482227,0.313946744,0.383988794,0.351732938,0.329899237,0.372085192,0.378831545,0.410464173,0.437948643,0.419094398,0.406763392,0.428983687,0.431205126,0.450119144,0.451441049,0.44124248,0.442694733,0.431901556,0.42350398,Medium
LambdaRank,google_orbit,0,0,0.234639363,0.195190025,0.30078518,0.2683638,0.243774847,0.224322946,0.208450805,0.195189001,0.24174084,0.228913248,0.217686435,0.218891022,0.209554815,0.241225776,0.269900365,0.268977294,0.293805226,0.284304067,Medium
LambdaRank,PyGithub_PyGithub,0.496062992,0.307205716,0.292397338,0.284276299,0.279004241,0.24893061,0.248487498,0.228659553,0.220837552,0.214301959,0.202361764,0.197891091,0.188185728,0.19073597,0.182600641,0.180016688,0.177677202,0.189065798,0.186655914,0.180874413,Medium
LambdaRank,stellar_stellar-core,0,0,0.115457464,0.178775308,0.169897422,0.151584322,0.137695341,0.135574065,0.125981419,0.117966382,0.111142976,0.105245351,0.124216445,0.118550392,0.134481586,0.129093279,0.142810168,0.137701877,0.133025069,0.128723265,Medium
LambdaRank,Tencent_wepy,0.05511811,0.420648322,0.349660978,0.310730922,0.28545811,0.28099956,0.257417231,0.246301294,0.237231038,0.229652479,0.245062183,0.285121755,0.273841465,0.272484576,0.265900155,0.265026462,0.264235428,0.25900856,0.258502029,0.253961998,Medium
LambdaRank,the1812_Bilibili-Evolved,0,0.021322596,0.016319475,0.022842594,0.01984553,0.020252598,0.110022389,0.101243203,0.094079663,0.151715029,0.142939535,0.135354677,0.128716347,0.122845034,0.119956325,0.117358436,0.112923382,0.108884135,0.139149357,0.134649505,Medium
LambdaRank,zyedidia_micro,0,0.092107811,0.070495693,0.1545731,0.21810216,0.268701841,0.31045927,0.345811317,0.376323467,0.403058872,0.396017843,0.384928635,0.406311419,0.392997063,0.411822321,0.413944576,0.415906925,0.410810477,0.42593715,0.415442142,Medium
LambdaRank,ansible_awx,0.05511811,0.128224153,0.155411894,0.17032188,0.155206561,0.144418111,0.136235959,0.129763198,0.124481628,0.132091492,0.125817408,0.172204514,0.163758922,0.161676687,0.155788338,0.189613574,0.183340643,0.181007364,0.17485976,0.201543385,Large
LambdaRank,apache_airflow,0,0.386852807,0.296081911,0.246302389,0.213986265,0.298710021,0.362966027,0.413797859,0.384519276,0.423676645,0.427863613,0.405159712,0.434333036,0.46013557,0.441517262,0.423826882,0.445600851,0.429661799,0.449032358,0.46684971,Large
LambdaRank,apache_tvm,0.483870968,0.483870968,0.393042827,0.364925787,0.317045671,0.335027629,0.304330574,0.298064777,0.276974977,0.273719595,0.285875161,0.27584082,0.286043442,0.28329577,0.291850765,0.289204551,0.296561126,0.285953194,0.292675132,0.298858079,Large
LambdaRank,apple_cups,1,1,0.770903299,0.650560099,0.597229747,0.586325068,0.534767154,0.493980566,0.462928519,0.433977593,0.410241827,0.441536404,0.420267883,0.402175139,0.385357287,0.409984328,0.432281417,0.452588596,0.437484628,0.423591755,Large
LambdaRank,argoproj_argo-workflows,1,1,0.770903299,0.645264743,0.592629169,0.541481174,0.494032102,0.456495949,0.428096154,0.464481128,0.495456585,0.469165971,0.451948807,0.432410958,0.414975169,0.438415502,0.423930436,0.409611485,0.395699734,0.38290348,Large
LambdaRank,Automattic_mongoose,0.118110236,0.07241896,0.112700796,0.134791694,0.120205672,0.160719015,0.237618508,0.298452387,0.277335162,0.267205146,0.253115824,0.242609391,0.25503976,0.254540498,0.254094952,0.263789945,0.253821145,0.244742014,0.270393056,0.262412903,Large
LambdaRank,facebook_hhvm,0,0.021322596,0.250958838,0.22862333,0.214123451,0.203774268,0.276728804,0.256532267,0.246738111,0.231040438,0.27551856,0.263823362,0.256677013,0.246046361,0.245963109,0.240840396,0.231738876,0.259219422,0.25442689,0.247981585,Large
LambdaRank,neo4j_neo4j,0,0.021322596,0.029252354,0.024334228,0.152346531,0.135925227,0.215096462,0.277727478,0.328832419,0.315426108,0.304012973,0.29414834,0.285514735,0.295118758,0.282531263,0.311278259,0.308739339,0.301920574,0.293538352,0.287865306,Large
LambdaRank,fish-shell_fish-shell,1,0.622285448,0.71091215,0.595359758,0.648450613,0.578554669,0.570996333,0.529832068,0.563099158,0.558834264,0.540629101,0.565004886,0.561623702,0.538519776,0.558202971,0.536783786,0.554289038,0.57023203,0.550865077,0.549092871,Large
LambdaRank,kubernetes_ingress-nginx,0.05511811,0.05511811,0.05511811,0.05511811,0.050985667,0.058220967,0.057936667,0.092896755,0.090223698,0.087990253,0.086088864,0.134584102,0.130686775,0.127239759,0.126850364,0.122714289,0.120159784,0.116706649,0.1146149,0.143246741,Large
LambdaRank,Kunena_Kunena-Forum,0,0.386852807,0.353356086,0.334986203,0.356120296,0.3712046,0.337192814,0.310286669,0.323431414,0.302854453,0.343178712,0.351291273,0.346033918,0.330249803,0.316163888,0.313276266,0.320183899,0.317462196,0.340643422,0.345669426,Large
LambdaRank,languagetool-org_languagetool,0.492063492,0.492063492,0.492063492,0.492063492,0.442080605,0.502218265,0.478017876,0.479138639,0.480053147,0.464659594,0.466244689,0.454138302,0.431865561,0.417234553,0.42042618,0.42329649,0.425895241,0.419177673,0.438904307,0.432410485,Large
LambdaRank,linkerd_linkerd2,0.244094488,0.536518657,0.410630261,0.382631012,0.463632958,0.521447508,0.47871987,0.480103756,0.450033574,0.421402083,0.425720616,0.429453222,0.432720029,0.458596139,0.481688262,0.46238834,0.463660928,0.482845668,0.483294572,0.47555925,Large
LambdaRank,loomio_loomio,0.244094488,0.341569211,0.261423629,0.258510123,0.224592283,0.20038367,0.182023427,0.186976359,0.208846019,0.195559071,0.184247552,0.17447075,0.214957974,0.216287017,0.21747307,0.208759523,0.20087036,0.211429341,0.204248506,0.197643458,Large
LambdaRank,microsoft_onnxruntime,0,0,0,0,0.064561229,0.057602228,0.052324399,0.057015257,0.052981099,0.064758207,0.061012466,0.110838343,0.129535134,0.169240828,0.162022317,0.155530529,0.168248336,0.162230127,0.156720259,0.183990484,Large
LambdaRank,yuzu-emu_yuzu,0,0.190356143,0.145691099,0.121196414,0.136534133,0.174856342,0.158835052,0.146160882,0.206574919,0.208580266,0.224977489,0.225673562,0.214605636,0.227261698,0.217568463,0.208851094,0.219553881,0.247470281,0.25577747,0.255205657,Large
LambdaRank,microsoft_vscode,0,0,0,0.168127536,0.14606835,0.23811292,0.22134594,0.283478281,0.298519874,0.287042071,0.277270724,0.315621201,0.324470781,0.312184432,0.298869047,0.326961433,0.352396013,0.375560677,0.396768688,0.385720292,Large
LambdaRank,Homebrew_homebrew-cask,0,0.386852807,0.296081911,0.246302389,0.213986265,0.298710021,0.316792574,0.291514257,0.341643705,0.383528851,0.419186746,0.450006675,0.427936566,0.431044109,0.455311389,0.437068316,0.42055121,0.423252251,0.408877214,0.411696653,Large
LambdaRank,phalcon_cphalcon,1,0.613147193,0.474821388,0.394990838,0.375192471,0.334750792,0.304079102,0.289239802,0.286045511,0.26784707,0.266473174,0.255257955,0.245442304,0.236760788,0.22901331,0.219837377,0.21599304,0.226011086,0.218335007,0.211274426,Large
LambdaRank,vespa-engine_vespa,0,0.191903361,0.146875279,0.1221815,0.106150667,0.094708776,0.131483034,0.160574524,0.149212951,0.171279824,0.161372665,0.152809682,0.14531529,0.138686826,0.175423818,0.188270947,0.218946734,0.211115053,0.220792821,0.229694588,Large
ListNet,alibaba_BizCharts,0,0.191903361,0.146875279,0.1221815,0.106150667,0.107439779,0.097595561,0.129391086,0.137507012,0.128758708,0.121311053,0.12782636,0.121557249,0.121400016,0.116222026,0.111565329,0.116573695,0.116628657,0.112667565,0.112843571,Small
ListNet,AmruthPillai_Reactive-Resume,1,0.658838469,0.561523206,0.476382565,0.545083831,0.49227084,0.457988208,0.423328161,0.397275179,0.435621007,0.46826579,0.443418012,0.470714997,0.454631158,0.437591006,0.429838133,0.415677212,0.402780085,0.38910035,0.378299935,Small
ListNet,apache_kylin,0,0.386852807,0.296081911,0.414429925,0.392081051,0.349818966,0.409392092,0.456519377,0.494973762,0.463483141,0.494516324,0.468275603,0.494353474,0.471803858,0.494332641,0.514593339,0.532937183,0.549643927,0.564939498,0.579008611,Small
ListNet,asynkron_protoactor-dotnet,0.496062992,0.691012438,0.556587031,0.631136961,0.555560363,0.495676981,0.541885802,0.503044398,0.471351033,0.472923227,0.448756564,0.451266804,0.441106253,0.443613069,0.445850179,0.447862069,0.449683614,0.435570085,0.437624623,0.423472591,Small
ListNet,aws_chalice,0.023622047,0.10891243,0.140631462,0.120958957,0.137114964,0.122335458,0.113290798,0.123728218,0.150073048,0.140525283,0.146515928,0.138741294,0.143908231,0.13734395,0.174138219,0.16810745,0.180501111,0.174044622,0.184981424,0.211337732,Small
ListNet,open-mmlab_mmsegmentation,0,0,0.012932878,0.014730022,0.028294031,0.031185376,0.119953446,0.190176355,0.180620206,0.176643272,0.166425881,0.160519511,0.158439593,0.196826828,0.231084015,0.221825115,0.215525145,0.209787418,0.236625633,0.236867163,Small
ListNet,otya128_winevdm,0.492063492,0.301707349,0.230914929,0.192091771,0.231449584,0.259540936,0.280845919,0.277434648,0.274651158,0.288483102,0.28556857,0.277905676,0.296259432,0.289098509,0.305494724,0.309431893,0.324056463,0.31745694,0.330851061,0.333749805,Small
ListNet,remotion-dev_remotion,0.492063492,0.39381516,0.416868086,0.429510504,0.437717774,0.443575653,0.494558281,0.494359211,0.494196775,0.494061054,0.471910482,0.472979869,0.455232392,0.456912419,0.458411693,0.459760028,0.451383167,0.4437539,0.440047604,0.44926305,Small
ListNet,capistrano_capistrano,0.05511811,0.04293377,0.26749918,0.263564207,0.294069228,0.275102757,0.252060726,0.271530774,0.253989803,0.241337429,0.228744347,0.217859859,0.207175148,0.198802492,0.232975412,0.263707975,0.254634966,0.281296523,0.28003302,0.28701906,Small
ListNet,Shopify_shopify_app,0.047619048,0.029197485,0.13780407,0.133316249,0.180385709,0.213981193,0.216190654,0.19893982,0.201710291,0.220182791,0.207446989,0.198965974,0.200885028,0.191721787,0.18354441,0.17682628,0.171943451,0.165793069,0.164619371,0.165626361,Small
ListNet,StackExchange_StackExchange.Redis,0.118110236,0.07241896,0.112700796,0.134791694,0.182192323,0.270343121,0.337198257,0.329769084,0.314793002,0.302279889,0.28479543,0.322746621,0.312710442,0.303833879,0.333526968,0.320163461,0.312527734,0.337118479,0.329680239,0.351357235,Small
ListNet,tensorflow_tensor2tensor,1,1,0.880818101,0.90085586,0.788906858,0.756910363,0.691921231,0.636709695,0.591658817,0.585322484,0.579928201,0.549155236,0.571266449,0.545208498,0.526693244,0.50749806,0.492518331,0.474901049,0.460389149,0.461413443,Small
ListNet,ThePhD_sol2,0.118110236,0.166847598,0.184972759,0.19491275,0.17243854,0.180162274,0.163654825,0.230390603,0.249188455,0.240849155,0.22691797,0.227829414,0.228627118,0.218198439,0.219302966,0.230391977,0.22168531,0.24952547,0.242922757,0.238886533,Small
ListNet,the-tcpdump-group_tcpdump,1,1,1,1,1,1,1,0.929630013,0.867753258,0.8761669,0.883329648,0.839381923,0.799373828,0.808525262,0.8166921,0.824036743,0.830686513,0.836742822,0.816614538,0.82254491,Small
ListNet,vcmi_vcmi,0.118110236,0.264322321,0.2023019,0.16828938,0.161705621,0.20910403,0.248847987,0.259889718,0.290621158,0.298345165,0.323380675,0.316288275,0.32181686,0.326879945,0.324373774,0.328881434,0.333070792,0.327614582,0.319885792,0.358361677,Small
ListNet,vernesong_OpenClash,1,0.805050554,0.643867315,0.539587006,0.599995529,0.561633257,0.51017336,0.469464312,0.436247008,0.472113417,0.451637182,0.44062426,0.42017282,0.423634501,0.448217818,0.430258965,0.418462654,0.404339285,0.390606595,0.381794528,Small
ListNet,wiremock_wiremock,0.118110236,0.166847598,0.184972759,0.173731328,0.166433558,0.25628298,0.255166204,0.244229886,0.244220306,0.244212302,0.233274724,0.273959779,0.272495067,0.271199593,0.270043498,0.26395595,0.254873571,0.281526593,0.280255276,0.275011782,Small
ListNet,XTLS_Xray-core,0.238095238,0.152127948,0.127606046,0.146182322,0.141580801,0.128030865,0.126480585,0.196182664,0.183424717,0.172764946,0.169198768,0.172854649,0.166712599,0.159832149,0.16317025,0.196699713,0.207861709,0.200994312,0.199222001,0.196474183,Small
ListNet,zeromicro_go-zero,0.244094488,0.195357127,0.20679283,0.191882844,0.231792824,0.314597226,0.296594018,0.282351987,0.279645049,0.293413729,0.290561008,0.301465643,0.292473168,0.284519715,0.277421967,0.286182311,0.284591784,0.297519063,0.300913956,0.304140743,Small
ListNet,Zulko_moviepy,0.244094488,0.244094488,0.244094488,0.212322355,0.216491021,0.205886639,0.192072406,0.256540615,0.25565998,0.242901348,0.230217805,0.230954149,0.219627243,0.21499661,0.248478814,0.248303146,0.248144098,0.239549686,0.239704042,0.233734848,Small
ListNet,adobe_react-spectrum,0.496062992,0.398588269,0.421459676,0.518728235,0.450668457,0.428402024,0.43460149,0.439505782,0.425679307,0.462218042,0.4641757,0.492608363,0.517492858,0.516515349,0.504895971,0.504542058,0.504221629,0.503929796,0.503662613,0.503416854,Medium
