LtR algorithm,repo_name,ndcg@1,ndcg@2,ndcg@3,ndcg@4,ndcg@5,ndcg@6,ndcg@7,ndcg@8,ndcg@9,ndcg@10,ndcg@11,ndcg@12,ndcg@13,ndcg@14,ndcg@15,ndcg@16,ndcg@17,ndcg@18,ndcg@19,ndcg@20,Project_Category
LambdaMART,Tencent_wepy,0.244094488,0.244094488,0.244094488,0.286457332,0.251972008,0.251122897,0.238935553,0.219869801,0.212669725,0.262760298,0.254393456,0.247161804,0.259368904,0.250052136,0.249798028,0.249569503,0.258884658,0.258355617,0.283544296,0.278194441,Medium
LambdaMART,the1812_Bilibili-Evolved,0,0.386852807,0.530721274,0.441492414,0.383566367,0.342222073,0.310865823,0.286060429,0.265820005,0.312529115,0.294451821,0.331890611,0.364657341,0.348023732,0.333179717,0.359897369,0.346296606,0.369679445,0.361135328,0.349456828,Medium
LambdaMART,zyedidia_micro,0.492063492,0.320128911,0.245014067,0.406677482,0.451262321,0.486773292,0.464504181,0.465497096,0.448299415,0.471949396,0.492925242,0.474658687,0.492922031,0.509538391,0.496737147,0.48210533,0.471291753,0.46471048,0.455264196,0.468686379,Medium
LambdaMART,ansible_awx,0,0,0,0.168127536,0.14606835,0.130323766,0.118382793,0.108936493,0.101228608,0.094788364,0.147147572,0.139339421,0.144477024,0.183501154,0.218326711,0.210525432,0.240360207,0.267532369,0.292409376,0.315291648,Large
LambdaMART,apache_airflow,0,0,0,0.168127536,0.14606835,0.183793976,0.166953772,0.233426311,0.287665816,0.332985078,0.371566523,0.404913344,0.43409875,0.414297615,0.439279172,0.441554343,0.424867708,0.409670275,0.429719812,0.448161699,Large
LambdaMART,apache_tvm,0.096774194,0.096774194,0.074067158,0.099578712,0.149999807,0.158170941,0.188013351,0.191029034,0.211749288,0.204434482,0.220597633,0.208891972,0.222378031,0.234305863,0.244950389,0.254523279,0.248561835,0.239670828,0.239199948,0.231464631,Large
LambdaMART,apple_cups,0.496062992,0.496062992,0.496062992,0.58078868,0.635791333,0.620730134,0.609307451,0.640482583,0.665920511,0.627060781,0.648632314,0.66727708,0.634937342,0.65158944,0.666449953,0.679814385,0.656206692,0.632734311,0.613116567,0.594053322,Large
LambdaMART,argoproj_argo-workflows,0,0.021322596,0.021862138,0.186314046,0.161868698,0.144421008,0.131188369,0.120720253,0.120535579,0.112867011,0.113170289,0.110089843,0.10584912,0.106408403,0.102877374,0.100963792,0.097148302,0.129443126,0.125046812,0.121003012,Large
LambdaMART,Automattic_mongoose,0,0.386852807,0.353356086,0.293947198,0.386584911,0.452704404,0.502850607,0.542520413,0.574889729,0.60193558,0.595811703,0.564195904,0.542318096,0.517580606,0.538156905,0.518802871,0.500089654,0.482201548,0.47411465,0.491120883,Large
LambdaMART,facebook_hhvm,1,0.622285448,0.533546962,0.484882031,0.552468124,0.495464252,0.472432386,0.5145294,0.482023405,0.514977484,0.492021908,0.518976956,0.49352427,0.516626835,0.49459151,0.484554784,0.467135826,0.48619627,0.469683448,0.462388286,Large
LambdaMART,neo4j_neo4j,0.496062992,0.691012438,0.52887372,0.480994489,0.41788557,0.480631192,0.436593146,0.441338515,0.410111272,0.38401967,0.419649175,0.39738116,0.426935975,0.453075921,0.438788863,0.430987995,0.423925164,0.444531245,0.463396789,0.48074962,Large
LambdaMART,fish-shell_fish-shell,1,1,0.770903299,0.809420763,0.834425727,0.747029883,0.724034931,0.746055436,0.694939112,0.714347326,0.674394428,0.639862229,0.657524811,0.673146596,0.665593573,0.678992317,0.691123413,0.702171867,0.712287088,0.721591232,Large
LambdaMART,kubernetes_ingress-nginx,0,0.009138255,0.123389965,0.111911587,0.228433296,0.230121402,0.209036427,0.192356461,0.182646058,0.186555455,0.177131069,0.180684376,0.171822898,0.163985308,0.16202863,0.195603835,0.189104527,0.182340296,0.176949703,0.175046935,Large
LambdaMART,Kunena_Kunena-Forum,0,0,0,0,0,0,0,0,0,0.031559919,0.043853333,0.054478811,0.076135848,0.07266296,0.069563718,0.066776491,0.064252962,0.061954647,0.059850464,0.057915002,Large
LambdaMART,languagetool-org_languagetool,1,0.705255004,0.595640934,0.495497291,0.495046759,0.549475242,0.544214865,0.500789491,0.46535575,0.43574945,0.410544851,0.401394087,0.381708132,0.38674192,0.374985631,0.35996099,0.350556786,0.346534059,0.34285112,0.364102192,Large
LambdaMART,linkerd_linkerd2,0.496062992,0.398588269,0.305063771,0.337176,0.296036129,0.27006778,0.290774691,0.307155577,0.320521865,0.315659495,0.297401133,0.294572501,0.285918093,0.272876123,0.282395557,0.275813097,0.303180607,0.310079971,0.333511922,0.3265462,Large
LambdaMART,loomio_loomio,0,0.094428638,0.072271963,0.228248592,0.198301218,0.176926497,0.160715528,0.147891307,0.154698236,0.144856212,0.136477446,0.182298894,0.222402195,0.212257462,0.203204192,0.19506236,0.196915317,0.189871696,0.217386314,0.210356413,Large
LambdaMART,microsoft_onnxruntime,0,0,0.115457464,0.114726723,0.099673994,0.088930219,0.080781948,0.154130528,0.213980666,0.207436024,0.223899432,0.238129131,0.231899664,0.22132171,0.254534134,0.244335652,0.235102043,0.226692491,0.222766967,0.223262657,Large
LambdaMART,yuzu-emu_yuzu,0,0.190356143,0.380330462,0.316386439,0.33943616,0.355887731,0.368364896,0.338971389,0.31498721,0.294947476,0.277887138,0.316204906,0.349740926,0.379402075,0.405872006,0.389609833,0.374886215,0.36999323,0.357427044,0.345868464,Large
LambdaMART,microsoft_vscode,0.023622047,0.401336599,0.541806598,0.459980862,0.406860813,0.36300563,0.421370522,0.467541994,0.451731796,0.426498921,0.459671343,0.488343022,0.465551265,0.455449656,0.437031214,0.459587822,0.443112382,0.431487121,0.450795686,0.440037207,Large
LambdaMART,Homebrew_homebrew-cask,0,0.386852807,0.530721274,0.60961995,0.660839795,0.697397587,0.725123667,0.747057297,0.764954451,0.779908234,0.792638771,0.803642064,0.813272235,0.821789702,0.829390782,0.816035255,0.803943288,0.810956197,0.817376746,0.82328247,Large
LambdaMART,phalcon_cphalcon,0,0.094428638,0.099985273,0.124214,0.111015825,0.152519734,0.138545046,0.127489908,0.118469262,0.126461638,0.125978577,0.119293724,0.113443088,0.15388281,0.147319354,0.151196867,0.146375728,0.149871109,0.146652986,0.141910479,Large
LambdaMART,vespa-engine_vespa,0,0,0,0,0,0,0.045451992,0.041825171,0.0388658,0.036393127,0.062981329,0.059639325,0.056714376,0.054127387,0.051818729,0.049742495,0.047862693,0.046150654,0.044583226,0.05918331,Large
